bid,发布时间,id,点赞数,ip,微博正文,user_id,用户昵称
PhDRAAZBC,2025-03-08 22:14,5142048148816624,1,安徽,这是个伪君子，比真小人更可恶事不发就装的大义凛然事发立马道歉抹眼泪说知错这种人不会知错改错的，给他机会他会再次坑人坑那么多学子，挣这么多昧良心钱，晚上睡得着吗,2940672490,代淑女呦
PhDQ701Kt,2025-03-08 22:10,5142047230006725,0,江苏,物以类聚，人以群分。公众人物都这样，还是个老师，还有脸直播道歉。我是你的话都没脸面向大众了,3916602746,十一_一板
PhBBYFCyG,2025-03-08 16:30,5141961589919670,1736,,哈哈哈笑不活了，此时此刻，何凯文哭着直播，连麦学生直接开大，问他怎么P的图，哭戏表演得那么好，直接让他去北电当老师，问他敢不敢退网，他说还是有一些教训给到大家！L历史这些事啊的微博视频,7546573234,历史这些事啊
PhDOHaW3V,2025-03-08 22:07,5142046352606475,1736,重庆,今年真是英一元年啊，考京区英语的彻底老实了,5016446581,呱唧一下铁蛋
Phzm7hRAp,2025-03-08 10:46,5141874874257565,2,广东,群众的眼睛是雪亮的,3603690671,小花9915
PhzlN4AEQ,2025-03-08 10:45,5141874671094228,0,河南,额•ᴗ•💧真的无敌了哈,7564978828,Magic_糯米祈福
PhzlBAe5Z,2025-03-08 10:44,5141874558633995,0,河南,乐俩人都没跟过，只跟石麻麻和唐叔因为实在人,7125681371,落花又逢君j
Phz19k87q,2025-03-08 09:54,5141861874797772,12,天津,这个确实丢脸，也有违师德。这份声明是与机构切分责任。如果以广告法来对照，属于虚假宣传。另一个问题，数学名师们考研应该都能在140以上，毕竟你会就是会。为什么英语做不到高分？以往年份也这样吗？,7762634433,时差星球
Phz19hV9D,2025-03-08 09:54,5141861874271281,1,广东,哪里都有瓜啊,5822629839,XLLL113
Phz0XAm7M,2025-03-08 09:53,5141861758664858,0,浙江,我现在不和别人争吵了，因为我开始认识到，每个人只能找到自己的认知角度上思考，所以有人如果和你说柠檬是甜的，你只需要说是的，那你多吃点，没必要争论什么，因为认知不同，所处的角度不同，做好自己就好。毕竟在乌鸦的世界里，天鹅也是有罪的。认知相同，无需争辦。认知不同，何须争辦。三观不在同一层次，微笑就好。,2691762197,FENGWANGiMessage
Phz0JBwsy,2025-03-08 09:53,5141861618942914,175,湖北,何凯文退出考研圈，田静逃过一劫。,1839300134,IT互联网那点事
Phz0e2W4p,2025-03-08 09:52,5141861300699881,1,广东,真服了啥人都有啊，造假这个干嘛,6632372578,n准备寿司吧
Phz04ygFt,2025-03-08 09:51,5141861208167227,2,浙江,这下乱套了,6993984339,斩矫不斩情
Phz005d8w,2025-03-08 09:51,5141861161242140,0,河南,71分是什么水平？,6063598827,碎碎念的小康_
PhyZTiqSC,2025-03-08 09:51,5141861094393234,0,上海,哈哈哈哈哈哈哈哈哈哈哈,7311340144,carcar333
PhCj1jkhV,2025-03-08 18:16,5141988274606223,110048,陕西,何老师，我永远尊敬你，我考了73，我能去教吗,5019682211,被强煎的大笨蛋
PhCi7aLz8,2025-03-08 18:14,5141987712566126,2,浙江,目前只有政治组的肖大爷和胖涛尚在安全区呀,1969927811,花洛云溪
PhChy11ES,2025-03-08 18:13,5141987360244706,3,江苏,建议所有考生只选择每年都能参加考研并公布自己分数的老师,7472278380,香蕉你个ba哪呢
PhCdYD7mG,2025-03-08 18:04,5141985149323106,0,北京,也算是见证历史了😂想到了听他讲课的日子，但没想到他真造假啊,5603404762,抓马星球9公主
PhtOKuW6x,2025-03-07 20:40,5141661987373197,0,上海,"对何凯文的初印象（不知道是不是何凯文，反正是有这么个英语老师教的作文）：itisimportantitisveryimportantitisveryimportant,doyouthinkso？",6500810644,是叶叶的鱼缸吗
Phlz1hKm9,2025-03-06 23:39,5141344714229773,2,安徽,其实不太明白，这些年他已经赚了不少钱了，何苦要这样做事呢？不太理解图什么,5394582858,法律解忧杂货铺
PhlxOw59A,2025-03-06 23:36,5141343967646310,5,广东,建议取消考研英语考试，对绝大部分人来说，英语压根用不上，你总不能去买个菜都要excuseme吧！整得洋里洋气的，怪得很。可能有人说，出门遇到外国人，还是需要讲英语的。我的天啊！外国人凭什么不讲中文呢？他要是问路，讲英文，我肯定爱答不理，爱谁谁，我的地盘我做主。你们可能不知道吧！库里也开始学说中文了，一口地地道道字正腔圆的中文：“你好，中国的朋友们，你们好”。除了库里作为，梅西，C罗也会一些作文，譬如，“你好”，“大家好”，“新年快乐”……还有，外国那些垃圾文献，我也是不屑一顾的，国内有大量的优秀文献，我凭什么去看国外的呢!与其崇洋媚外，不如多研究老祖宗留下来的好东西。,3824163109,喝着茅台看世界
PhlxmacEx,2025-03-06 23:35,5141343682431921,2,安徽,无意间看到了周思成某红薯的直播。总结下：周思成并没有掌握何凯文真实分数，只是看他今年反常状态（查分后，没有各大平台晒分，而是小平台评论回复考分89）才推测可能分数造假，为啥开撕，是因为营销号包括文都带节奏，内涵周思成考研英语分数低。当然，何凯文查分视频漏洞千出，现在也没有直播查分，也没有任何声明。被众多学生信任支持的老师，成绩造假不诚信，这能称得上老师？毫无公信力可言。,7455741880,莫愁前路无知己199609
Phlxax2Qu,2025-03-06 23:34,5141343567875766,2,北京,这位什么水平懂得都懂了,2660328701,丹良
PhlwUfOOO,2025-03-06 23:34,5141343403770270,0,四川,不是，到底造没造假啊？能不能实锤一下,7518757493,听西厢月落乌啼声声唱罢
PhlwKvKzL,2025-03-06 23:33,5141343307567209,2,山东,这么多年了还是这几个人这几个热搜真的看的我好搞笑,3978128898,你划我车了_
JDXxShABz,2021-01-20 00:21,4595236884192289,8,,卧槽！之前看他照片就觉得是那种会骚扰女学生的人👀，没想到真有这事，虽然西装革履的，但总盖不住的一股油腻人渣味……,6108043989,叨咕鲸
PhlwGcAka,2025-03-06 23:33,5141343262999570,8,河南,相由心生……记忆拉回2021，当年的那句话含金量依旧再上升……,6108043989,叨咕鲸
PhlwBrH2Q,2025-03-06 23:33,5141343216600324,1,江苏,吃瓜吃的我和萌萌笑疯了,7368997849,和我一起吃冰激凌吧
PhlwrEjq4,2025-03-06 23:33,5141343119607772,0,吉林,笑死我了,5653392855,-泥鮭也哇噻
Phcfzog0A,2025-03-05 23:56,5140986695781412,2,山西,其实更想知道我们家晓艳考了几分,7269269105,是只食人鱼
PhcfysPev,2025-03-05 23:56,5140986686870127,0,江苏,我真的笑死,7780270091,奶牛猫我的命中情咪
Phcfs5Ahh,2025-03-05 23:56,5140986621331095,7,云南,哈哈哈25英一事变有点意思,7934628126,伪恋Mociove
Phcfrormj,2025-03-05 23:56,5140986615825043,0,河南,打起来了,7489064348,hey_乐垠
PhcfqAHrC,2025-03-05 23:56,5140986608746812,0,贵州,我当时英语一77,6122763425,面包边yann
Phcfmqmrj,2025-03-05 23:56,5140986566282789,5,上海,笑死我了，英一引起考研英语圈子大战，命题组看看给孩子逼成啥样了都,7752280250,准時春日見
Phcfg9IMq,2025-03-05 23:56,5140986502317090,0,上海,我说我都要毕业了，还热衷于吃考研老师的瓜,7320726868,奥利奥香煎小牛排
PhcfetQzD,2025-03-05 23:55,5140986487113609,0,安徽,笑死我了，英一引起考研英语圈子大战，命题组看看给孩子逼成啥样了都,7756421781,Monicaica
PhJos2xf1,2025-03-09 12:19,5142260720604439,5,山西,何凯文事件让我知道了68的含金量何凯文超话,5750421580,猪幸运-
PhJmg818x,2025-03-09 12:13,5142259361910997,2,重庆,看来各行各业都有一些坑蒙拐骗之徒，这些人都还混的不错。,6204817355,宁古塔话事人
PhIQ2vOy0,2025-03-09 10:54,5142239387582476,0,江苏,真是林子大了什么鸟都有，怎么想的出来的造假，无语了😓,5623254779,那一抹阳光未曾触及
PhIO5rb2S,2025-03-09 10:49,5142238176477318,0,四川,🔥问世间考研谁家分最高🔥💥💥文都考研何凯文与新东方考研周思成两个辅导机构的头牌英语老师，因为都亲自报名参加了据说是史上最难的25届研招英语（一）考试。周思成考了77分，何凯文考了71分却伪造成89分公之于众，因此引发两位名师隔空大战，最终以何凯文退出考研辅导界而硝烟渐散……💥💥两位英语专业八级背景，还位居两大机构首席宝座的“大师”，凭借十几年如一日呕心沥血专注辅导考研英语的雄厚修为，在其他科目都根本不耗时准备的状态下，全神全力一搏仍对英语80分之境界望尘莫及……🚀考研英语难到如此高度，本人情不自禁全渠道搜寻与比较真正的全国最强高手……🎯结果是：全国考研最强高手都是一家，都是海文考研的学员……🚩25届全国考研：🚩英语（一）全国最高分84分🚩英语（二）全国最高分89分🚩非英语外语全国最高分90分🚩专业课全国最高150分🚩总分全国最高分441分（以上分数已全部核实，绝无虚假）🚩目前已知以上考研全国最高分战士，全是海文考研学员🚩🚩果然遥遥领先🚩🚩🚩#,3473126834,经年不见你
PhBQkvV21,2025-03-08 17:05,5141970487607401,3,四川,我好几年前考研的时候就一直觉得何凯文是徒有虚名、道貌岸然之徒,7714220169,光腚技术研究所
PhBvgpgKU,2025-03-08 16:14,5141957426022612,0,河南,又一名影帝的诞生有这脸皮没啥不能成功的，又是哭着道歉查分，又是一群找来的演员连麦舔他鼓励他，能不能封号啊dy,5835854204,向阳_FSX
PhBuToAMg,2025-03-08 16:13,5141957195861248,0,河北,都怪何凯文不然我考研时候英语还能多点,5584680422,糟糕的梅超风
PhBtimZqB,2025-03-08 16:09,5141956205479349,1,安徽,能不能连麦周思成,7735039833,天边的一朵云云云云云云
PhbXxcvH4,2025-03-05 23:12,5140975512981770,36922,,两次,1233628161,周思成
PhBsv1cYy,2025-03-08 16:07,5141955710288210,36922,广东,当下的中国每个赛道都卷啊，连考研届一个英语考试成绩都卷。其实没必要造假吧，何苦呢凯文同志？,6638222068,初五与红豆
PhBs23HrK,2025-03-08 16:06,5141955420881996,0,江苏,北电考生,6436691387,永远加冰_
PhBrzr60l,2025-03-08 16:05,5141955136457941,2,浙江,凯文哥如果我也有你一样强悍的生命力和厚脸皮我一定会成功的开一个如何炼成厚脸皮不内耗的班吧,7374892305,沉静式诸邪避退
PhBqAbF2Y,2025-03-08 16:02,5141954522779396,3,安徽,怎么敢还在抖音开直播忆往昔峥嵘岁月，怎么敢,7262846850,One-Tcypmo
PhBqtlAP1,2025-03-08 16:02,5141954455146435,0,安徽,在抖音直播哭了,7735039833,天边的一朵云云云云云云
PhBq9xD5i,2025-03-08 16:01,5141954258015068,0,河北,退出考研培训，四六级我可没退,6682292157,李律请回答
PhB3Ft504,2025-03-08 15:06,5141940316930736,3,吉林,果然活久了啥都能看见👀这真是只有考研的人才懂得乐子人怎么能蠢到这种程度哈哈哈哈史称《英一事变》幸亏我当年考英二我坚决拥护刘晓燕哈哈哈,5687179208,淼淼迟
PhB357p1u,2025-03-08 15:04,5141939951764488,3,辽宁,这次何凯文老师的事件可谓是闹得沸沸扬扬，大家甚至称其为“英一事变”[捂脸R]，但是通过现象看本质，或许会让作为学生的我们有更多收获和认识[微笑R]一、其实我们从源头来说，何凯文老师伪造成绩的直接动机，源于社会对教师“高分光环”的盲目崇拜。学生和家长倾向于将教师的个人成绩等同于教学能力，这种评价逻辑迫使部分教师陷入“自我证明”的困境，甚至不惜造假。事件发酵后，其他考研名师也被要求晒分“自证清白”，进一步凸显了社会对教育者“分数至上”的畸形期待。教育的本质本应是知识传递、人格塑造和个性化的培养，却在市场逻辑下异化为“分数游戏”，这种异化不仅扭曲了教育者的角色，也加剧了学生的焦虑。二、行业监管的局限性事件中，何凯文作为文都教育的兼职教师，其资质审核与成绩真实性未被机构有效核查，直到公众质疑后才被动介入。这反映出教育机构对兼职教师的监管存在漏洞，尤其是对“名师”过度依赖而忽视实质审查。我在备考的过程中也经历了许多这样的宣传，这种宣传仿佛是铺天盖地般的，我有时候明明没有任何的搜索记录但是仍然会给我推荐，这种以市场营销化为动力的教育模式不仅让老师逐利化，也让学生很难辨别真伪三、学生们对于机构帮助的正确认识需理性看待“名师”标签，警惕机构以数据造假构建的“神话”，更应关注教师的教学方法、课程内容和学生实际反馈。在选择教师时，应综合考察其师德素养与长期口碑，而非单一成绩指标。唯有打破对“名师”“高分”的盲目崇拜，以理性态度审视机构宣传，同时提升自主学习的核心能力，才能真正实现教育投资的效益最大化。教育的本质是“授人以渔”，而非“造神运动”,7338506918,单车小朋
Phzzw8V0Y,2025-03-08 11:19,5141883182125792,1,云南,现在怎么感觉现在考研英语老师也是鱼龙混杂24英语一,1039756760,岂可修香蕉猪皮
Phzzw5BiE,2025-03-08 11:19,5141883181335024,0,陕西,71分截图发一下哈,7568949063,这条小鱼er在乎
Phzz0fbgC,2025-03-08 11:17,5141882863618234,0,云南,当年这家伙装x发表愚昧言论，我喷了一句直接毕业了老师只考个七十你装什么装,3283970003,Sauron-the-Great
PhzyPkglX,2025-03-08 11:17,5141882754829425,2,陕西,研究僧已毕业四年，只想说每个老师的教学风格和方法不同程度契合每个学生。当初的kk三步法、每日一句陪伴了我一整个考研季，以及一些考研人需要的鸡汤，一战英语70二战英语71终上岸。kk老师的名气也越来越大，也希望老师越来越好，可是老师怎么违背自己的初衷的呢？怎么骗取最信任他的学生呢？学习成绩代表教学方法需要改进，但骗人不可取！要有承认别人厉害、承认自己不足的勇气。强者从来都是能屈能伸的！网络让人一跃成名，也会让人掉入万丈深渊。唯有坚守初心，才能行稳致远！,3873920604,triumphq
PhzwZbbV5,2025-03-08 11:12,5141881612667431,1,陕西,失望为什么要造假呢，自毁前程,7460440464,边伯芙点秋香
PhzwN6xBW,2025-03-08 11:12,5141881491559172,0,天津,啊？何凯文退出考研培训了？我考研的时候报的文都，真是太唏嘘了,7243282898,我偏要清醒
PhzwlkX6A,2025-03-08 11:11,5141881214993764,0,甘肃,对于何凯文考研英一89造假大家怎么看我个人觉得，何凯文不在过去的多少年造假，在25考研造假，这印证了25考研英一的难度系数大。一个年年教考研英的老师成绩71，替25考研英一的伙伴发声真不容易,5573826870,从地平线起
PhzvUc83Z,2025-03-08 11:10,5141880942890935,26,广东,果然最了解你的是友商《“诚信”——教育者不可逾越的红线》教育，是点亮未来的火炬，而教育者则是执火之人。当一位教育者被曝失信，犹如火炬蒙尘，其影响的深远程度远超想象。多数网友要求永久封禁涉事教育者账号，这一强烈诉求背后，是对教育公信力的深切担忧。教育者，承载着学生的信任与期望，是知识和道德的传播者。一旦失信，就如同在学生心中种下怀疑的种子，不仅影响其个人教学效果，更对整个教育行业的形象造成极大损害。调侃其“应转行开视频剪辑班”，看似幽默，实则是民众对这种不诚信行为的愤怒与失望的宣泄。一个靠造假来获取关注和利益的教育者，根本不配站在教育的讲台上。部分学员虽认可其教学能力，却强调“师德比成绩更重要”，这无疑是一记振聋发聩的警钟。教育的核心，从来都不只是知识的传授，更在于品德的塑造。一个教学能力出众却品德有亏的教育者，可能会让学生在短期内获得成绩提升，但从长远来看，其不良示范作用可能会让学生误入歧途，学会投机取巧、不诚信等恶劣品质。这样的教育，无疑是舍本逐末，背离了教育的初衷。在教育领域，诚信是教育者的立身之本，是不可逾越的红线。一旦跨过这条红线，即使教学能力再强，也难以赢得学生的尊重和信任。教育者应该时刻铭记自己的责任和使命，以诚信为准则，用自己的言行去影响和感染学生。只有这样，才能培养出有知识、有品德、有担当的优秀人才。同时，教育机构和相关部门也应该加强对教育者的监管，建立健全的诚信考核机制，对失信行为零容忍，让诚信成为教育行业的底色。否则，教育的大厦将在失信的风雨中摇摇欲坠，最终损害的是广大学生的利益和整个社会的未来。咖啡脑袋喵的微博音频,7869884678,咖啡脑袋喵
PhzvJaC4i,2025-03-08 11:09,5141880832529618,0,山东,这个b考研把所有人整得跟疯子一样甚至老师都要下场撕有意义吗请问,5210542648,RingoCider
Phzvf7KWO,2025-03-08 11:08,5141880531848766,2,四川,救命我考研的时候觉得他讲的很烂啊还出了辅导书的但真心觉得讲的很烂啊不是怎么还装比呢😵😵😵你们是有什么比拼kpi完成么考研机构水确实挺深的装货太多了,7806134553,我和狗先跑
PhyueouUq,2025-03-08 08:33,5141841465838690,110048,甘肃,今年的英语真是杀疯了….凯文out..,5262504398,Unremitting-exploration
PhysIoiby,2025-03-08 08:29,5141840525789780,2,江苏,何凯文这人怎么会这么无耻，年入千万，还要自行车，在广大精英面前耍猴，在千万粉丝面前诈骗，在祖国花朵面前喷粪，道歉就完了，退出考研培训就完了？,2907217604,贷投资收益
PhyqhmiqD,2025-03-08 08:23,5141839015314059,110048,澳大利亚,太招笑了,6099138217,重度失眠证患者
PhypH8kFW,2025-03-08 08:22,5141838651986104,0,山东,英一事变结束今年太有节目了,5938010278,小熊你今天学习了吗
PhyoOr7qD,2025-03-08 08:19,5141838106463415,0,山东,全国第二个知道他考研成绩的人可能就是北影研招办的老师了吧,6614481916,张妞妞今天瘦了吗
PhymLk9pU,2025-03-08 08:14,5141836834802762,0,福建,回家吧，饭碗干没了，笑死我了,5679979544,不要盯着我的ID看
Phyk7j9Yp,2025-03-08 08:08,5141835194566573,2,江苏,周思成英语超话考研超话我也算是指导考研的老前辈了，今年是带考研的第10年了……2017开始我就让学生一直避坑……有的时候甚至发朋友圈，因为那个时候还没有那么多选择…周思成，朱伟那个时候都挺火，讲课一言难尽…2026考研超话,1852972803,考研指导规划Cindycute
Phzly5UCm,2025-03-08 10:44,5141874521409282,0,山西,哈哈哈哈哈哈哈哈哈收获今天的快乐,3312522873,安东尼的小假日
Phzlhz3uV,2025-03-08 10:44,5141874358354929,0,上海,们考研圈真是宽容，何凯文塌了又塌，都不记得塌了几次。当年还买过他的长难句。,5136507461,一个漂亮小富婆
Phzl4xRM5,2025-03-08 10:43,5141874228071537,0,重庆,都回家吧…….,6247323454,冰糖虎鹿
PhzkMrY9v,2025-03-08 10:42,5141874046666085,0,北京,这些捞钱考70多然后买水军洗地耍猴戏的也能叫老师了，真是滑稽,7417465368,水儿清
Phzjoyb8D,2025-03-08 10:39,5141873188145971,0,吉林,不要拿人家xqx说事，太没品了吧。,7756232139,丰年好个秋
PhyZL6xxr,2025-03-08 09:50,5141861011558893,0,湖南,成王败寇，以后跟周思成就行了,6367449300,那是当年的我们
PhyZE14bk,2025-03-08 09:50,5141860940254406,1,,【】近日，考研辅导教师何凯文晒考研英语（一）成绩89分，遭公开质疑造假一事引发关注。3月8日，,1899950161,南国早报
PhyZi5I4f,2025-03-08 09:49,5141860721361039,0,江西,笑鼠我了，不愧是周思成，听过他的作文课,6122726400,鼠尾草在上班
PhyZ6iFz3,2025-03-08 09:49,5141860604449681,3,广东,建议取消考研英语考试，对绝大部分人来说，英语压根用不上，你总不能去买个菜都要excuseme吧！整得洋里洋气的，怪得很。可能有人说，出门遇到外国人，还是需要讲英语的。我的天啊！外国人凭什么不讲中文呢？他要是问路，讲英文，我肯定爱答不理，爱谁谁，我的地盘我做主。你们可能不知道吧！库里也开始学说中文了，一口地地道道字正腔圆的中文：“你好，中国的朋友们，你们好”。除了库里之外，梅西，C罗也会一些中文，譬如，“你好”，“大家好”，“新年快乐”……还有，外国那些垃圾文献，我也是不屑一顾的，国内有大量的优秀文献，我凭什么去看国外的呢!与其崇洋媚外，不如多研究老祖宗留下来的好东西。,3824163109,喝着茅台看世界
PhyYZc5z3,2025-03-08 09:49,5141860532881329,3,河北,一个人的宽容，来自一颗善待他人的心。一个人的涵养，来自一颗包容的心。一个人的高度，来自一颗豁达的心。人人存善念，并能日行一善，则个人、家庭、社会一定安乐祥和。这世上，有时笑笑人家，有时给别人笑笑自己，放轻松，给自己快乐，也给别人快乐。同学丢一张纸屑—那是制造恶业；我们捡起一张纸屑—这是累积善业相信梦想是价值的源泉，相信眼光决定未来的一切，相信成功的信念比成功本身更重要，相信人生有挫折没有失败，相信生命的质量来自决不妥协的信念。喜欢追梦的人，切记不要被梦想主宰；善于谋划的人，切记空想达不到目标；拥有实干精神的人，切记选对方向比努力做事重要。,7609271473,大概是正义
PhyYKbdkB,2025-03-08 09:48,5141860382672857,4,四川,不理解为什么要成绩作假诚信难道不是最基本的品质。,2320518453,我天天天天天向上
PhyYD0fOz,2025-03-08 09:48,5141860310060795,0,山东,我今年考研英语跟谁呢🙃🙃🙃,3668692867,小徒弟的工作日志
PhtCo1SPW,2025-03-07 20:09,5141654320449124,1,安徽,PS技术哪家强？,7475630693,理想的丽子
PhthLoXZc,2025-03-07 19:18,5141641535950462,1,浙江,今年考研圈又有新瓜，伪造自己英语一考了89的查分视频，越聊越熟悉，一搜原来我已经无语站队过三次了我惊讶的是竟然他还在蹦跶！他到底什么时候才能垮啊，毫无师德，房子都塌成这样了,2500987102,是朝未来奔跑的Soleil呀
Phlvs9tpQ,2025-03-06 23:30,5141342502258030,0,湖北,哈哈哈哈哈哈哈哈好丢人,3835008043,惟诗九万里
PhluA3UFx,2025-03-06 23:28,5141341960932823,4,湖北,幸好晓燕在英一事变前就找到了自己的赛道,7626295115,稱豜淺語
PhluiDOvh,2025-03-06 23:27,5141341789488931,0,山东,只记得当年考研上他课，知道他开林肯,5301208749,一只小阿衡o0o
PhlubzrCx,2025-03-06 23:27,5141341718447657,0,北京,英一的出题组你们睡得着吗，把机构老师都逼成这样了,7679904667,-橙星-
PhltS7InG,2025-03-06 23:26,5141341521838900,1,河南,何凯文英语一到底考了多少啊，还私下打电话解决，太好笑了。,7212189801,书缱绻
Phlt8wKJI,2025-03-06 23:24,5141341067806154,1,江西,这真有点恐怖😱学术界造假的话那还有什么是真的,6010640446,离sdfj远远的
PhlsYv4Pw,2025-03-06 23:24,5141340967406738,0,浙江,不了解英语考研，谁来给我讲讲这事,7314457764,刀切风信
PhlsRbiR7,2025-03-06 23:24,5141340892694093,1,江苏,备考过程中的乐子，从我高中就看他在抖音装逼了,7816179888,Chasing-11
Phcfcjbaj,2025-03-05 23:55,5140986464571155,0,河南,太有节目了,7672118924,蘇五月kk
Phcf9mXgN,2025-03-05 23:55,5140986435471053,1,陕西,命题组你看看！！！英一逼疯都不止是考生,6894065827,Better_PPZ
Phcf4jmwH,2025-03-05 23:55,5140986384614827,0,浙江,打起来了😆😆,3842569753,kittzs7yee
Phcf4548b,2025-03-05 23:55,5140986381207523,0,云南,你们到底要干嘛,6733535536,你低声些
Phcf15yNL,2025-03-05 23:55,5140986351325421,1,江苏,都是英一命题组的错😡,5982650572,李知勋你压我头发了
PhceWFya2,2025-03-05 23:55,5140986309902766,0,山东,笑亖这是我一天没笑的奖励吗,6148746795,yi萬里的晴空海
PhceW9Fqk,2025-03-05 23:55,5140986302304188,5,北京,刘晓燕：回家吧好不好,3227752245,玄柚柚zuzu不是玄肉肉
PhcePghS2,2025-03-05 23:54,5140986233881946,3,上海,太有节目了,7626531317,明天不早起耶
PhceFfHWK,2025-03-05 23:54,5140986133743854,1,河北,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈真给人找乐子,5966909763,Fiskurr
PhIFHhKrX,2025-03-09 10:29,5142232974230133,2,河北,想当年我想考研的时候也买过何老师的课程和教材！单看何凯文这张照片，确实有牢狱之灾的征兆，但直播的时候，征兆已不明显。功利心重，钱虽好挣但不好存，造成现在的错误示范，也就容易理解了！钱财，可取不可贪，为人师表者，贵在诚与真！考研英语辅导老师的英语分数并不出色，可能会流失一部分生源，互联网的记忆是短暂的。但是何凯文直播开了波大，要是吸引到一些姐姐粉、妈妈粉，还真是可能大翻身呢！不管从事什么行业，脚踏实地，也许没有大富大贵，却也能知足常乐！,5308915821,福缘面相
PhICZsq5L,2025-03-09 10:22,5142231296773485,0,山东,现在好了，我讨厌的何凯文终于彻底塌方了。以前他就乱，现在居然诚信都有问题。我很讨厌他那恶心的发音，钱也挣够了，退网吧,6303723520,我不是张艺兴粉丝
PhIzLnltJ,2025-03-09 10:14,5142229295564111,0,山东,你们对俺凯文老师做了啥？socruel……1、大老爷们吹个牛，怎么了？咋就拔高到了诚信、道德上？！😒想当年的高考，数学和化学，我永远都很自信，我满分😎，但实际数学好像是146，化学在理综里，天晓得多少！但，这🐮咱必须吹出去！无关人品、道德、诚信…主打一个吹牛吹的爽😂2、那时考研，我报了凯文老师的《长难句》网课，看视频学外语，虽没见过真人，但看图很帅、声音磁性，关键是他还很有个性，这使我有机会遇到了一些俊闺女😍😘，我这还没看够呢，咋就下课了？！都怪课时短！最后，我的考研英语应该四十几分（这个真忘了），感谢老师👍3、现在想想他讲的一些东西还是很有道理，比如:（1）为啥你英语学不好，因为你没在合适的时间遇到正确的人！（2）关于恋爱，咱先把这段感情放一放，这一“仗”打完了，你俩看看还有没有处的可能，如果还很强烈，恭喜你们，祝你们幸福。（3）关于背单词，买什么单词书？你先把历年考研英语卷子上的单词逐个背过了，有了这个积累，完全OK。,2352654054,德庆百货大楼
PhIbapH8E,2025-03-09 09:13,5142214046124028,0,陕西,自吹89自己澄清71实际63,5773627400,易怒的穷人
PhGxMpxSS,2025-03-09 05:04,5142151186088454,0,安徽,人不要脸，真的是天下无敌，反而不要脸的人可以赚很多钱，真是讽刺，世风日下人心不古哦！,5911742587,盛世无饥馁99
PhFUyxJ7W,2025-03-09 03:27,5142126868038296,0,美国,人不要脸，天下无敌。,5225322386,__青山撞入怀__
PhzuyeHyI,2025-03-08 11:06,5141880103504036,0,广东,考研圈也很精彩,7040565851,Serendipity234666
PhzuxFgqj,2025-03-08 11:06,5141880099834583,6,山东,出售亲签,5666217806,铁血将军章鱼哥
Phzu80cmw,2025-03-08 11:05,5141879840047524,17,湖北,何凯文承认英语一成绩造假，之前查分的89分是虚假成绩，真实成绩是71分。现在何凯文宣布退出考研圈，田静逃过一劫…,5665478463,扒圈小记
PhzsBm9JO,2025-03-08 11:02,5141878895280652,1,北京,考研名师何凯文谎报考研英语成绩考了89。要证明自己牛，直接把准考证号、密码公开，别人上官网查分，明年保准生意更好。财经大V在社媒说自己牛，说的天花乱坠，只需公开账号、密码，那家券商，大家随时随地可以登录交易软件查看你的收益率，净资产。这很能说明炒股水平、资金实力。有财经大V敢公开吗？,7796326251,SoraXyz
PhzrWl5Yb,2025-03-08 11:00,5141878485027839,0,福建,大家都不看好你，偏偏你最不争气,6983837620,rookyyyyyyy
Phzj5hs9E,2025-03-08 10:38,5141872994159806,1,,【：教育诚信的警钟为谁而鸣？】何凯文晒假成绩事件，表面看是一场个人诚信危机，实则折射出考研培训行业的深层问题。一位考研名师，本应以专业和诚信立身，却选择用虚假成绩博取眼球，这种行为不仅辜负了学生的信任，更暴露了行业竞争中的浮躁与功利。近年来，考研培训市场迅速膨胀，各路名师纷纷涌现，竞争日趋激烈。为了吸引生源，一些机构和个人不惜夸大宣传，甚至造假成绩，营造虚假繁荣。何凯文事件正是这种畸形竞争的产物，它反映出部分从业者对教育初心的背离，以及对商业利益的过度追逐。何凯文的道歉和退场，并不能为这场闹剧画上句号。唯有加强监管，完善制度，让弄虚作假者无所遁形；唯有回归教育本质，摒弃功利主义，才能推动行业走向良性发展。,1899950161,南国早报
PhzjdB2QQ,2025-03-08 10:38,5141873078829100,1,,【：教育诚信的警钟为谁而鸣？】,2195600811,当代生活报
PhzhDquyW,2025-03-08 10:35,5141872096314014,0,四川,何凯文道歉，承认自己成绩造假，考研英语虚报89分，实际71分。,6918415999,娱新小弟
PhzhChQZB,2025-03-08 10:34,5141872084255283,0,河南,我不行了,3625280617,四十多第一次追星
PhzgnvpDu,2025-03-08 10:31,5141871317486716,1,北京,我咋隐约记得何凯文在好些年前就塌房了，我以为早就退网了呢,6082137135,六一快乐6166
Phzgns6ui,2025-03-08 10:31,5141871316698126,1,中国澳门,一点开周末就看到了何凯文的热搜，这不就是当初被“神”化的考研名师呢，我还记得他有个公众号发每日一句，再每天给考研学子喊加油的同时也不忘让学生点下面的广告增加点击量，回过头来再想想，现实就是这样，大家都为自己的一己私利而活着，那些崇高的身份也不过如此，所以，普通人还是过好自己的每一天吧，投资自己才是性价比最高的事情，别的都是浮云,5326454961,夏的夏天海的边
